,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
282,The New York Times,"Pope Francis accepted the resignation of Cardinal Theodore McCarrick, a former U.S. archbishop who is at the center… https://t.co/qSaCgrixO7",Mon Jul 30 08:16:02 +0000 2018,-0.0258,0.103,0.788,0.108
283,The New York Times,"RT @nytimesworld: “If we shy away from conversations about sexual assault, the only thing we are conveying to young boys and girls is that…",Mon Jul 30 08:00:13 +0000 2018,-0.7003,0.0,0.791,0.209
284,The New York Times,The publisher of The Times recalled telling Trump that newspapers had begun posting armed guards outside their offi… https://t.co/FeO1ZCoPUz,Mon Jul 30 07:46:02 +0000 2018,0.0,0.0,1.0,0.0
285,The New York Times,"RT @nytimesworld: Allegations against the director Luc Besson have not set off a chain reaction in the French film industry, showing how #M…",Mon Jul 30 07:30:07 +0000 2018,0.0,0.0,1.0,0.0
286,The New York Times,Overwhelmed by the sheer volume of comedy specials coming to Netflix? Here's what to watch (and in what order). https://t.co/FBRzJqakIj,Mon Jul 30 07:20:06 +0000 2018,0.4019,0.171,0.829,0.0
287,The New York Times,"How to Beat F.O.B.O., From the Expert Who Coined It https://t.co/K82xRbzaml",Mon Jul 30 07:03:12 +0000 2018,0.0,0.0,1.0,0.0
288,The New York Times,10 new books recommended by critics and editors at The New York Times https://t.co/8L7S7TIyqZ,Mon Jul 30 07:02:25 +0000 2018,-0.1027,0.113,0.75,0.138
289,The New York Times,A New Batsman for Pakistan https://t.co/44rEmdf0iF,Mon Jul 30 06:45:04 +0000 2018,0.0,0.0,1.0,0.0
290,The New York Times,Dozens of Australian-style cafes have popped up in New York City in the last decade. That's not a coincidence. https://t.co/vfq44n3CRf,Mon Jul 30 06:36:55 +0000 2018,0.0,0.0,1.0,0.0
291,The New York Times,"Insulin may determine which ants become workers and which become queens, according to a new study https://t.co/7YF2PTrTF5",Mon Jul 30 06:19:09 +0000 2018,0.0,0.0,1.0,0.0
292,The New York Times,Cardinal McCarrick’s resignation comes as Pope Francis faces increased pressure to show he is serious about crackin… https://t.co/WUwyssnnts,Mon Jul 30 06:02:04 +0000 2018,-0.3818,0.096,0.642,0.261
293,The New York Times,"RT @nytimesarts: Billy Joel doesn't think ""Piano Man"" is all that great: ""There’s a lot of my songs I could never hear again and live quite…",Mon Jul 30 05:46:58 +0000 2018,0.6249,0.151,0.849,0.0
294,The New York Times,Hoover Dam was a public works project likened to the pyramids. Now it is the focus of a new challenge: turning the… https://t.co/6z9nKaPsxF,Mon Jul 30 05:30:04 +0000 2018,0.0772,0.061,0.939,0.0
295,The New York Times,RT @NYTmag: Where does a kebab end and a burger — that most American of foods — begin? https://t.co/sC2vr4A0kY https://t.co/EN5yroqIKz,Mon Jul 30 05:15:34 +0000 2018,0.0,0.0,1.0,0.0
296,The New York Times,Would you pay $1 billion for this view? And the 157 acres of land that come with it? https://t.co/MZg753xSVQ https://t.co/DR9IEeFNRZ,Mon Jul 30 04:59:23 +0000 2018,-0.1926,0.0,0.915,0.085
297,The New York Times,One reason that Civil War re-enactment may be in decline:  The social and political realities can't be ignored anym… https://t.co/siHdS2xiPl,Mon Jul 30 04:44:46 +0000 2018,-0.4475,0.082,0.754,0.163
298,The New York Times,"In Opinion,

Historian Kenneth Weisbrode and poet Heather H. Yeung write “By populating, polluting and managing it … https://t.co/VjijAnAOdB",Mon Jul 30 04:28:19 +0000 2018,0.0,0.0,1.0,0.0
299,The New York Times,Overwhelmed by the world? @legroff has a recommendation that’ll help. “Of all the books I have reread to comfort my… https://t.co/eOIVXAXBsU,Mon Jul 30 04:12:01 +0000 2018,0.6597,0.286,0.714,0.0
300,Fox News,".@AllenWest: ""When you look at what has happened with our foreign policy, I mean, we are now regarded, we are now r… https://t.co/ATejYrOgyy",Mon Jul 30 07:30:00 +0000 2018,0.0,0.0,1.0,0.0
301,Fox News,Retired lieutenant colonel and former U.S. Representative @AllenWest discussed growing up in a military family as w… https://t.co/6YxPhb2WYW,Mon Jul 30 07:23:00 +0000 2018,0.1779,0.096,0.904,0.0
302,Fox News,".@LindseyGrahamSC: ""I've never been more pleased with @POTUS than I am right now regarding Iran."" #SundayFutures… https://t.co/ucfI0JLZGj",Mon Jul 30 07:15:00 +0000 2018,-0.3865,0.0,0.851,0.149
303,Fox News,Vegan activists protest North Carolina fishing tournament https://t.co/tJnEoyDwzV,Mon Jul 30 07:07:00 +0000 2018,-0.25,0.0,0.778,0.222
304,Fox News,".@MichelleMalkin: ""The biggest enemies here are not necessarily the open-borders Dems. They're doing what they alwa… https://t.co/P8zpcTMui5",Mon Jul 30 07:00:00 +0000 2018,-0.4939,0.0,0.833,0.167
305,Fox News,".@AllenWest: ""My parents raised me with conservative principles and values. They believed in faith, they believed i… https://t.co/rwLePnW8oV",Mon Jul 30 06:45:00 +0000 2018,0.6705,0.256,0.744,0.0
306,Fox News,"Bridesmaid begs JetBlue for refund after bride asks her 'to relinquish' title, 'duties' https://t.co/Cx4MlkS9bN",Mon Jul 30 06:38:00 +0000 2018,0.0,0.0,1.0,0.0
307,Fox News,Carol Swain: “I believe that the university is supposed to be a marketplace for ideas and that students cannot be e… https://t.co/S4ZKZ4RQZG,Mon Jul 30 06:30:00 +0000 2018,0.0,0.0,1.0,0.0
308,Fox News,"Drug dog Sombra has already sniffed her way to high-profile drug busts, finding stashes hidden in suitcases, boats… https://t.co/5uRp5hy1rq",Mon Jul 30 06:23:00 +0000 2018,0.0,0.0,1.0,0.0
309,Fox News,".@AllenWest: ""I'll never forget when my dad said that there is no greater honor than to wear the uniform of the Uni… https://t.co/gXfIIBMKaD",Mon Jul 30 06:15:00 +0000 2018,0.6329,0.258,0.665,0.077
310,Fox News,Missing University of Iowa student may have returned to home after jog: report https://t.co/lT5CKEMIEw,Mon Jul 30 06:08:00 +0000 2018,-0.296,0.0,0.855,0.145
311,Fox News,".@VP: ""President Trump has asked me to do many things on his behalf as vice president, but frankly I've never been… https://t.co/0ldLnpar4F",Mon Jul 30 06:00:00 +0000 2018,0.0,0.0,1.0,0.0
312,Fox News,"On Friday, United Nations Command Chaplain U. S. Army Col. Sam Lee performed a blessing of sacrifice and remembranc… https://t.co/pG2rJiBraB",Mon Jul 30 05:53:00 +0000 2018,0.7184,0.261,0.739,0.0
313,Fox News,A Florida police officer who died a week after he was shot while on the job was remembered Saturday night by member… https://t.co/KDRLzzgwxm,Mon Jul 30 05:45:00 +0000 2018,-0.5574,0.0,0.847,0.153
314,Fox News,Ginsburg to hopes to serve 'at least' five more years on Supreme Court https://t.co/aN2NvxMvbY https://t.co/TQAW1yThJT,Mon Jul 30 05:38:00 +0000 2018,0.7693,0.339,0.661,0.0
315,Fox News,".@DevinNunes: ""There's a stall game going on at DOJ and FBI - they're trying to stall as much they can hoping and b… https://t.co/FoUhb2HRT0",Mon Jul 30 05:30:00 +0000 2018,0.0516,0.11,0.748,0.142
316,Fox News,"After one woman’s tweet featuring a homeless web designer’s unconventional job hunting tactic went viral, David Cas… https://t.co/f16lfCJ26L",Mon Jul 30 05:23:00 +0000 2018,0.0,0.0,1.0,0.0
317,Fox News,"John Zimmerlee: “President Trump, we can’t thank you enough for bringing attention to the Korean War.” https://t.co/3DcctV4rwI",Mon Jul 30 05:15:00 +0000 2018,0.3612,0.135,0.865,0.0
318,Fox News,.@taylorswift13 donates concert tickets to mourning Massachusetts police department https://t.co/Vf5WXTY2G5,Mon Jul 30 05:07:00 +0000 2018,-0.4404,0.0,0.756,0.244
319,Fox News,".@charliekirk11: ""If socialist professors really believe the nonsense that they, you know, profess, why don't they… https://t.co/RIddaM4p5o",Mon Jul 30 05:00:00 +0000 2018,-0.4522,0.0,0.844,0.156
320,CNN,President Donald Trump's re-election campaign has denied it is using Chinese manufacturers to produce campaign flag… https://t.co/TK23cm168g,Mon Jul 30 08:06:03 +0000 2018,-0.4404,0.0,0.847,0.153
321,CNN,"Trump lawyer Rudy Giuliani once praised Michael Cohen as 'honest,' but now says Cohen has 'lied all his life'… https://t.co/r83poSmgSZ",Mon Jul 30 07:56:05 +0000 2018,-0.3182,0.089,0.766,0.145
322,CNN,"In a previously undisclosed TSA program, federal air marshals are tracking American citizens not suspected of a cri… https://t.co/0EmWivGEeY",Mon Jul 30 07:48:03 +0000 2018,0.1695,0.094,0.906,0.0
323,CNN,Don't pack your bags for Mars just yet https://t.co/Lfxf2GvGn8 https://t.co/UT10Dd19Nx,Mon Jul 30 07:44:05 +0000 2018,0.0,0.0,1.0,0.0
324,CNN,"2018 is on pace to be the fourth hottest year on record, according to data from the National Oceanic and Atmospheri… https://t.co/PMN3QHFzBt",Mon Jul 30 07:38:43 +0000 2018,0.0,0.0,1.0,0.0
325,CNN,Police have responded to at least 125 calls in the past five years alleging sex offenses at shelters that house imm… https://t.co/48RRCADl8O,Mon Jul 30 07:31:52 +0000 2018,-0.3612,0.0,0.894,0.106
326,CNN,"At least seven people are still missing in Shasta County, California, as the monstrous Carr Fire engulfs almost 100… https://t.co/wY2f0NdtMM",Mon Jul 30 07:20:11 +0000 2018,-0.5574,0.0,0.796,0.204
327,CNN,A city once known as America's foreclosure capital will become the first in the US to participate in a test of Univ… https://t.co/6eLwMLNk6G,Mon Jul 30 07:05:38 +0000 2018,-0.128,0.0,0.93,0.07
328,CNN,California's Supreme Court ruled that employers must pay workers for the time they spend completing off-the-clock t… https://t.co/pOuctpRfxv,Mon Jul 30 05:58:02 +0000 2018,0.4939,0.171,0.762,0.067
329,CNN,Trump's tweets on Sunday represented his most specific attempt yet to discredit any findings of the Mueller investi… https://t.co/7Hi0tVjAwZ,Mon Jul 30 05:53:24 +0000 2018,0.0,0.0,1.0,0.0
330,CNN,An unknown prankster put a Putin portrait in Colorado's state Capitol where Trump's would be https://t.co/9Wg4J95xA9 https://t.co/YWr2z11SEq,Mon Jul 30 05:23:58 +0000 2018,0.0,0.0,1.0,0.0
331,CNN,President Donald Trump's re-election campaign has denied it is using Chinese manufacturers to produce campaign flag… https://t.co/F8TO7KEZWX,Mon Jul 30 05:10:15 +0000 2018,-0.4404,0.0,0.847,0.153
332,CNN,"Growing up in Minneapolis, Alisa Clare Cohen constantly wondered whether her birth parents in Chile really abandone… https://t.co/oQK6Jh4UkK",Mon Jul 30 04:45:07 +0000 2018,0.1779,0.091,0.909,0.0
333,CNN,"In a previously undisclosed TSA program, federal air marshals are tracking American citizens not suspected of a cri… https://t.co/67tjcI8U7h",Mon Jul 30 04:34:56 +0000 2018,0.1695,0.094,0.906,0.0
334,CNN,Underwear is being transformed by technology -- with high-performance briefs claiming to do everything from emittin… https://t.co/hPqcEvQHG2,Mon Jul 30 03:50:55 +0000 2018,0.0,0.0,1.0,0.0
335,CNN,Police fire tear gas at protesters during state funeral for Ethiopia's Grand Dam engineer https://t.co/i4rdDMSENx https://t.co/CpPWCEnq6T,Mon Jul 30 03:48:07 +0000 2018,-0.4215,0.138,0.55,0.312
336,CNN,"Asking a woman about her work-life balance can be problematic, but she should use the opportunity to discuss the ne… https://t.co/VcC8QAtOGS",Mon Jul 30 03:43:06 +0000 2018,0.4118,0.156,0.761,0.082
337,CNN,"Trump lawyer Rudy Giuliani once praised Michael Cohen as 'honest,' but now says Cohen has 'lied all his life'… https://t.co/vb6KOviiw0",Mon Jul 30 03:42:05 +0000 2018,-0.3182,0.089,0.766,0.145
338,CNN,The CBS board of directors will discuss allegations of sexual harassment against CEO Les Moonves at a meeting on Mo… https://t.co/pRFA6rxuJK,Mon Jul 30 03:41:58 +0000 2018,-0.5423,0.0,0.844,0.156
339,CNN,Trump's 2020 campaign denies reports that it is producing flags in China https://t.co/KhyQAykUbd https://t.co/7vVW9Foza1,Mon Jul 30 03:34:06 +0000 2018,-0.4215,0.0,0.823,0.177
340,BBC News (World),Zimbabwe election: Robert Mugabe gives surprise speech on eve of poll https://t.co/Qog0b6oNFY,Sun Jul 29 12:10:08 +0000 2018,0.2732,0.16,0.84,0.0
341,BBC News (World),"RT @BBCNews: What's the least popular emoji on Twitter? 😢

https://t.co/q003FloumJ https://t.co/mz0fImuUpB",Sun Jul 29 11:02:24 +0000 2018,-0.3252,0.0,0.811,0.189
342,BBC News (World),"RT @BBCNews: 🐍😱

Woman wakes to find 'escaped' python in her bed 

https://t.co/4dlj1HGnh1 https://t.co/xS8Gs6bXrF",Sun Jul 29 09:56:18 +0000 2018,0.0,0.0,1.0,0.0
343,BBC News (World),Polar bear shot dead after attacking cruise ship guard https://t.co/EPNLOiO5SM,Sun Jul 29 09:55:46 +0000 2018,-0.8074,0.0,0.523,0.477
344,BBC News (World),"RT @BBCNews: 📚📘📙📕📗📖📘📙📕📗📚📘📙📕📗📖📘📙📕📗📚📘📙📕📗📖📘📙📕📗📚📘📙📕📗📖📘📙📕📗📚📘📙📕📗📖📘📙📕📚

Love books? Are you guilty of tsundoku or bibliomania?
https://t.co/SIgW0d…",Sun Jul 29 08:08:38 +0000 2018,0.4137,0.248,0.599,0.153
345,BBC News (World),"RT @BBCSport: He's off the mark! 

Wayne Rooney netted his first goal for  DC United as they beat the Colorado Rapids, 2-1 in the #MLS.…",Sun Jul 29 07:35:20 +0000 2018,0.4753,0.114,0.886,0.0
346,BBC News (World),Ahed Tamimi: Israel frees Palestinian viral slap video teen https://t.co/UtQwZSrCsO,Sun Jul 29 04:59:57 +0000 2018,0.4215,0.322,0.678,0.0
347,BBC News (World),Indonesia earthquake: 10 dead on tourist island Lombok https://t.co/1dRSUNveOV,Sun Jul 29 03:34:16 +0000 2018,-0.6486,0.0,0.65,0.35
348,BBC News (World),Slobodan Milosevic: Ex-Serbia leader's war crimes lawyer shot dead https://t.co/o5ew1O1PDX,Sun Jul 29 01:36:18 +0000 2018,-0.8481,0.0,0.494,0.506
349,BBC News (World),Nicaragua protests: Thousands show support for Catholic Church https://t.co/9oSfaYXdcp,Sun Jul 29 00:57:42 +0000 2018,0.2023,0.233,0.603,0.164
350,BBC News (World),Why Ethiopia is grieving 'hero' dam engineer Simegnew Bekele https://t.co/ep0o5UtVws,Sun Jul 29 00:20:09 +0000 2018,-0.5106,0.0,0.732,0.268
351,BBC News (World),Tsundoku: The art of buying books and never reading them https://t.co/QzvCG1eMPd,Sun Jul 29 00:15:10 +0000 2018,0.0,0.0,1.0,0.0
352,BBC News (World),Slavery memorial highlights Portugal's racism taboo https://t.co/6waRUcjGID,Sun Jul 29 00:12:41 +0000 2018,-0.872,0.0,0.36,0.64
353,BBC News (World),Migration to Europe in charts https://t.co/lY0JIihLxk,Sun Jul 29 00:02:33 +0000 2018,0.0,0.0,1.0,0.0
354,BBC News (World),Zimbabwe election: Can post-Mugabe vote heal divisions? https://t.co/LpJ8GB8PSQ,Sat Jul 28 23:44:26 +0000 2018,0.0,0.0,1.0,0.0
355,BBC News (World),Cambodia votes in poll without main opposition https://t.co/SYvfOcVLhc,Sat Jul 28 22:37:02 +0000 2018,0.0,0.0,1.0,0.0
356,BBC News (World),Israeli Arab MP resigns over controversial 'nation state' law https://t.co/hCYv2CsKXl,Sat Jul 28 21:53:33 +0000 2018,-0.4767,0.0,0.661,0.339
357,BBC News (World),Lebanon sinks tanks in Mediterranean to make new reef https://t.co/z0ezFlv320,Sat Jul 28 21:29:50 +0000 2018,0.0,0.0,1.0,0.0
358,BBC News (World),Carr fire: California blaze kills children and great-grandmother https://t.co/XUCpn6eBbo,Sat Jul 28 21:08:55 +0000 2018,-0.7096,0.0,0.543,0.457
359,BBC News (World),Egypt court sentences 75 to death over 2013 pro-Morsi protests https://t.co/as9puDBrzP,Sat Jul 28 15:01:31 +0000 2018,-0.6808,0.08,0.533,0.387
360,CBS News,Trump backers stand by president in face of Russia criticism — CBS poll https://t.co/eTsGrOArbw https://t.co/2Qwej5cj0t,Mon Jul 30 04:18:04 +0000 2018,-0.4404,0.0,0.818,0.182
361,CBS News,"LeBron James says opening school will be among his ""greatest moments"" in life https://t.co/ySm22n6aPK https://t.co/1OIxreQYLo",Mon Jul 30 04:10:05 +0000 2018,0.6369,0.231,0.769,0.0
362,CBS News,Minneapolis police release bodycam videos in fatal shooting of black man https://t.co/xuuK0moFTG https://t.co/x26mnR0Tk7,Mon Jul 30 04:03:04 +0000 2018,-0.5423,0.0,0.774,0.226
363,CBS News,Homeless man saved woman who jumped from Minneapolis bridge https://t.co/AxTvzjA8U9 https://t.co/Z5gwW8ZVPf,Mon Jul 30 03:48:03 +0000 2018,0.4215,0.219,0.781,0.0
364,CBS News,TSA surveillance program criticized for tracking American citizens https://t.co/ovv3aewoTc https://t.co/2JTDw57swU,Mon Jul 30 03:37:24 +0000 2018,-0.3612,0.0,0.783,0.217
365,CBS News,TSA surveillance program criticized for tracking American citizens https://t.co/4DqT6DPPwH https://t.co/xZoBntxPL0,Mon Jul 30 03:30:18 +0000 2018,-0.3612,0.0,0.783,0.217
366,CBS News,Minneapolis police release bodycam videos in fatal shooting of black man https://t.co/r3FZisB2QU https://t.co/eLEVVmxEBS,Mon Jul 30 03:24:07 +0000 2018,-0.5423,0.0,0.774,0.226
367,CBS News,"Giuliani says feds have 183 recordings made by Michael Cohen, Trump heard on 1 https://t.co/j414IxiJ2O https://t.co/EWO6EfrFzB",Mon Jul 30 03:18:04 +0000 2018,0.0,0.0,1.0,0.0
368,CBS News,Documenting poverty: Photographing the forgotten https://t.co/Gg5eoHfVOV https://t.co/uxJOtyTe4O,Mon Jul 30 03:03:06 +0000 2018,-0.6369,0.0,0.49,0.51
369,CBS News,New details emerge in case of missing University of Iowa student https://t.co/llaGjBqdJd https://t.co/Qhnecl2x55,Mon Jul 30 03:00:26 +0000 2018,-0.296,0.0,0.845,0.155
370,CBS News,"WATCH: Nearly 300 sea turtles have died off of Florida's southwest coast since last fall, and the culprit may be th… https://t.co/2Ew1OcYl97",Mon Jul 30 02:48:09 +0000 2018,-0.5574,0.0,0.854,0.146
371,CBS News,FHFA Director Mel Watt under investigation for alleged sexual harassment https://t.co/0wJ2JKbIkn https://t.co/nsPUpEiyax,Mon Jul 30 02:30:01 +0000 2018,-0.5423,0.0,0.759,0.241
372,CBS News,Atlanta Braves pitcher Sean Newcomb apologizes for offensive tweets https://t.co/vTH31xG35g https://t.co/qMJLzuddGb,Mon Jul 30 02:09:42 +0000 2018,0.34,0.329,0.488,0.183
373,CBS News,"""We're feeling a lot more optimistic today as we're starting to gain some ground,"" says fire incident commander as… https://t.co/RuZneKGHUr",Mon Jul 30 01:55:23 +0000 2018,0.624,0.301,0.603,0.096
374,CBS News,"Man allegedly fatally shot four family members, including his father and stepmother, before killing himself… https://t.co/KbhmZ4jI9o",Mon Jul 30 01:19:31 +0000 2018,-0.8625,0.0,0.619,0.381
375,CBS News,An Ammonia leak at a Wisconsin food plant sends 15 workers to hospitals https://t.co/0to0f32dDz https://t.co/YnG1anX2Uy,Mon Jul 30 01:00:01 +0000 2018,-0.34,0.0,0.844,0.156
376,CBS News,"CBS board of directors to meet Monday, amid sexual assault claims against CEO Les Moonves https://t.co/0sYlmCjK7M https://t.co/02n8ccF9RS",Mon Jul 30 00:39:37 +0000 2018,-0.5859,0.0,0.808,0.192
377,CBS News,"Review: ""Mission: Impossible – Fallout"" impossible to follow, but great fun anyway https://t.co/hLgdNTjlCf https://t.co/5tWh3eyYq0",Mon Jul 30 00:20:01 +0000 2018,0.9022,0.479,0.521,0.0
378,CBS News,Computer creativity: When artificial intelligence turns its gaze to art https://t.co/MLxM4LjCTY https://t.co/GOiRjLsvhb,Sun Jul 29 23:59:49 +0000 2018,0.6908,0.363,0.637,0.0
379,CBS News,Island-Hopping: A look at the growing business of bringing tourists to the ecologically pristine Galápagos… https://t.co/5jNc8dRCIx,Sun Jul 29 23:39:37 +0000 2018,0.1779,0.108,0.892,0.0
380,The New York Times,"“There was anger here, but also a lot of beauty”: Eye-popping portraits for an age of protest https://t.co/tFLJqSWk8t",Mon Jul 30 03:54:15 +0000 2018,-0.5927,0.0,0.756,0.244
381,The New York Times,"Australia's quolls, marsupials the size of squirrels, were eating themselves to death. Saving them would require a… https://t.co/x2uPTmih7q",Mon Jul 30 03:37:23 +0000 2018,-0.5994,0.0,0.813,0.187
382,The New York Times,For Sale: Survey Data on Millions of High School Students https://t.co/5xXRsQB84f,Mon Jul 30 03:18:08 +0000 2018,0.0,0.0,1.0,0.0
383,The New York Times,"For reporters covering conflict, Facebook, YouTube, WhatsApp, Twitter and Skype are tools to witness a movement https://t.co/wyT4JzB8vJ",Mon Jul 30 03:02:58 +0000 2018,-0.3182,0.0,0.867,0.133
384,The New York Times,"¯\_(ツ)_/¯ 
https://t.co/x0HPUXKYYU",Mon Jul 30 02:45:19 +0000 2018,0.0,0.0,1.0,0.0
385,The New York Times,"Iceland Airwaves, a festival focusing on new artists across all genres, says half of the acts on its stages will be… https://t.co/YMkyl2nxDl",Mon Jul 30 02:26:55 +0000 2018,0.4939,0.138,0.862,0.0
386,The New York Times,When it comes to cooking: chicken fat &gt; other types of fats https://t.co/y6SeFnXhqF,Mon Jul 30 02:08:14 +0000 2018,0.0,0.0,1.0,0.0
387,The New York Times,Whether a larvae becomes a member of the insect working class or royalty could depend on how their body uses insulin https://t.co/mnacmR68Jp,Mon Jul 30 01:52:06 +0000 2018,0.0,0.0,1.0,0.0
388,The New York Times,"Have a Cryptocurrency Company? Bermuda, Malta or Gibraltar Wants You https://t.co/XHnUl5TumG",Mon Jul 30 01:33:18 +0000 2018,0.0,0.0,1.0,0.0
389,The New York Times,"Welcome to Breyerfest, a treasured summer rite for those deliriously in love with horses https://t.co/h0fuzu4PrE",Mon Jul 30 01:32:30 +0000 2018,0.8957,0.495,0.505,0.0
390,The New York Times,CBS Board to Meet on Les Moonves’s Role After Misconduct Allegations https://t.co/4QSRlRKgdi,Mon Jul 30 01:15:02 +0000 2018,0.0,0.0,1.0,0.0
391,The New York Times,This grilled rosemary pork tenderloin is an easy recipe you can enjoy year round https://t.co/Il5TThtajp https://t.co/h7L0owUJB4,Mon Jul 30 01:08:43 +0000 2018,0.7096,0.3,0.64,0.059
392,The New York Times,The Ethicist responds to a man who asks: Should I forgo gay sex to donate blood? https://t.co/i6UfM1MWLz,Mon Jul 30 00:50:03 +0000 2018,0.0,0.0,1.0,0.0
393,The New York Times,11 and Married: Malaysia Spars Over Child Brides https://t.co/dvslDDdzPQ,Mon Jul 30 00:31:47 +0000 2018,0.0,0.0,1.0,0.0
394,The New York Times,"Carr Fire in California Claims Another Victim, Bringing Death Toll to 6 https://t.co/0t7lZba9Oo",Mon Jul 30 00:13:47 +0000 2018,-0.8126,0.0,0.517,0.483
395,The New York Times,"They bonded over their love of beer, so for their wedding, this couple brewed their own. (Including beers called “W… https://t.co/kEYM6IDjVN",Mon Jul 30 00:05:22 +0000 2018,0.6369,0.174,0.826,0.0
396,The New York Times,Think Summer Child Care Is Tough? Low-Income Families Deal With That All Year https://t.co/WPXOTj0WMA,Sun Jul 29 23:47:06 +0000 2018,0.4019,0.192,0.719,0.09
397,The New York Times,She has written about encryption tools. She once threw a CryptoParty with Edward Snowden in Hawaii. Now former hack… https://t.co/21oVE2fnPv,Sun Jul 29 23:42:58 +0000 2018,0.0,0.0,1.0,0.0
398,The New York Times,Biographical Documentaries Are Big This Summer. Here Are Five More to Stream. https://t.co/rENlD2auoL,Sun Jul 29 23:24:20 +0000 2018,0.0,0.0,1.0,0.0
399,The New York Times,"With Imran Khan as New Leader, Pakistan Could Reshape Its Image https://t.co/LVhqL4IKO5",Sun Jul 29 23:21:15 +0000 2018,0.0,0.0,1.0,0.0
400,Fox News,"On ""Justice,"" @JudgeJeanine commented on President @realDonaldTrump's impact on the economy. https://t.co/eo5SKwdg2l",Mon Jul 30 04:53:00 +0000 2018,0.0,0.0,1.0,0.0
401,Fox News,Report: US Therapists See Increase in Patients With 'Trump Anxiety Disorder' https://t.co/juMOo5HdVE https://t.co/IXQ6NbmrAH,Mon Jul 30 04:45:01 +0000 2018,-0.2732,0.138,0.599,0.263
402,Fox News,Ebola scare at Denver hospital after man just back from Congo exhibited symptoms https://t.co/cg84kJbXNz,Mon Jul 30 04:38:00 +0000 2018,-0.4939,0.0,0.802,0.198
403,Fox News,"SWEET: On Saturday, eight-year-old Brecken Simmons set up a lemonade stand in his neighborhood in order to raise mo… https://t.co/TMFGxRA6Yi",Mon Jul 30 04:30:00 +0000 2018,0.5766,0.172,0.828,0.0
404,Fox News,"ADORABLE: One man snapped this sweet shot of two lovebirds riding the New York subway, tweeting “If anyone recogniz… https://t.co/SuZ2tkvWOb",Mon Jul 30 04:23:00 +0000 2018,0.8143,0.292,0.708,0.0
405,Fox News,".@dbongino: ""[@BarackObama is] one of the top five worst economic presidents  in American history."" @JudgeJeanine https://t.co/YWITDHcRfC",Mon Jul 30 04:15:00 +0000 2018,-0.5106,0.09,0.704,0.206
406,Fox News,President @realDonaldTrump holds his granddaughter Arabella’s hand as they walk across the South Lawn of the… https://t.co/FuyguRrFFO,Mon Jul 30 04:08:00 +0000 2018,0.4939,0.167,0.833,0.0
407,Fox News,".@DevinNunes: ""Clinton-paid-for dirt was used to get a warrant to spy on an American citizen using our secret count… https://t.co/UnTc732eP9",Mon Jul 30 04:01:00 +0000 2018,-0.34,0.0,0.882,0.118
408,Fox News,Boy battling cancer granted wish to be firefighter for a day https://t.co/7WQRL5YcBR,Mon Jul 30 03:53:00 +0000 2018,-0.4215,0.258,0.385,0.357
409,Fox News,Colorado kids caught on camera returning wallet with $700 cash inside: 'Gives you faith in humanity' https://t.co/xMWPBLRqmB,Mon Jul 30 03:45:00 +0000 2018,0.4215,0.149,0.851,0.0
410,Fox News,.@dallascowboys quarterback @dak Prescott weighed in on the national anthem controversy surrounding the @NFL.… https://t.co/HKcIDVJoIX,Mon Jul 30 03:37:00 +0000 2018,0.0,0.0,1.0,0.0
411,Fox News,Mama duck with 76 ducklings on Minnesota lake captured in stunning photos https://t.co/b89OE9G7eO,Mon Jul 30 03:30:49 +0000 2018,0.3818,0.178,0.822,0.0
412,Fox News,".@AllenWest: ""That is the number one thing that is happening in our government, that too many believe that they hav… https://t.co/hD5xZrqBTl",Mon Jul 30 03:17:59 +0000 2018,0.0772,0.061,0.939,0.0
413,Fox News,".@AllenWest: ""A clearance for the United States of America is a privilege— it's not a right."" https://t.co/KAjOgjw6F0",Mon Jul 30 03:15:09 +0000 2018,0.4215,0.167,0.833,0.0
414,Fox News,".@AllenWest: ""We have substance right now, and you have a president that [is] really putting people on notice."" https://t.co/MmbBZq68QH",Mon Jul 30 03:06:17 +0000 2018,0.0,0.0,1.0,0.0
415,Fox News,".@AllenWest: ""When you look at what has happened with our foreign policy, I mean, we are now regarded, we are now r… https://t.co/lj1655jnYU",Mon Jul 30 02:59:44 +0000 2018,0.0,0.0,1.0,0.0
416,Fox News,Great white shark caught in Rhode Island waters https://t.co/j7QG32Mhqt,Mon Jul 30 02:51:47 +0000 2018,0.6249,0.339,0.661,0.0
417,Fox News,".@AllenWest: ""The Republican Party should be standing up for individual economic empowerment."" https://t.co/FWR6WXjxbY",Mon Jul 30 02:41:11 +0000 2018,0.4019,0.184,0.816,0.0
418,Fox News,A Florida police officer who died a week after he was shot while on the job was remembered Saturday night by member… https://t.co/6cK3fYgCgv,Mon Jul 30 02:32:21 +0000 2018,-0.5574,0.0,0.847,0.153
419,Fox News,".@AllenWest: ""That's what makes us conservatives— we believe that this is a great land of opportunity."" https://t.co/HksGkrVjhP",Mon Jul 30 02:30:54 +0000 2018,0.6249,0.215,0.785,0.0
420,CNN,What you need to know about 'stand your ground' laws https://t.co/r2GaqhoOaV https://t.co/uoB69LnthQ,Mon Jul 30 03:33:05 +0000 2018,0.0,0.0,1.0,0.0
